ID	FN	Date	FollowHours	DOB	Begger.id	ExactAge	AgeClass	Sex	Mother	Target	Time	FoodItem	RelationtoB	Complexity	Success	Site
408	2361	18/05/2018	8.87	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:11	RAYAP_IN	mother	3	no	wild
409	2361	18/05/2018	8.87	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:49	RAYAP_IN	mother	3	no	wild
410	2361	18/05/2018	8.87	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:50	RAYAP_IN	mother	3	no	wild
411	2360	18/05/2018	8.77	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:51	RAYAP_IN	mother	3	no	wild
412	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:58	RAYAP_IN	mother	3	no	wild
413	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:58	RAYAP_IN	mother	3	no	wild
414	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:00	RAYAP_IN	mother	3	no	wild
415	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:00	RAYAP_IN	mother	3	no	wild
416	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:03	RAYAP_IN	mother	3	yes	wild
417	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:11	RAYAP_IN	mother	3	no	wild
418	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:16	RAYAP_IN	mother	3	no	wild
419	2366	21/05/2018	11.30	01/11/2014	Eden	3.6	3.5	female	Ellie	Ellie	09:19	RAYAP_IN	mother	3	no	wild
420	2366	21/05/2018	11.30	01/11/2014	Eden	3.6	3.5	female	Ellie	Ellie	10:35	RAYAP_IN	mother	3	no	wild
421	2366	21/05/2018	11.30	01/11/2014	Eden	3.6	3.5	female	Ellie	Ellie	10:41	RAYAP_IN	mother	3	no	wild
422	2478	07/07/2018	10.07	01/04/2012	Cinnamon	6.3	6.5	female	Cissy	Cissy	09:37	RAYAP_IN	mother	3	yes	wild
423	2478	07/07/2018	10.07	01/04/2012	Cinnamon	6.3	6.5	female	Cissy	Cissy	09:47	RAYAP_IN	mother	3	no	wild
424	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:56	RAYAP_IN	mother	3	yes	wild
425	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	08:02	RAYAP_IN	mother	3	yes	wild
426	1003	09/06/2013	9.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	11:48	RGH_FR	mother	3	no	wild
427	1003	09/06/2013	9.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	11:49	RGH_FR	mother	3	no	wild
428	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	15:53	RGH_FR	mother	3	yes	wild
429	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	15:57	RGH_FR	mother	3	yes	wild
430	1076	21/08/2013	11.03	01/08/2012	Frankie	1.1	1	male	Friska	Friska	16:15	RNGS_BK	mother	2	no	wild
431	1076	21/08/2013	11.03	01/08/2012	Frankie	1.1	1	male	Friska	Friska	16:18	RNGS_BK	mother	2	no	wild
432	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	06:59	RNGS_BK	mother	2	no	wild
433	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	10:28	RNGS_FR	mother	3	yes	wild
434	1682	15/11/2016	9.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	10:55	RNGS_FR	mother	3		wild
435	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:31	RNGS_FR	mother	3		wild
436	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:33	RNGS_FR	mother	3		wild
437	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:45	RNGS_FR	mother	3		wild
438	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:52	RNGS_FR	mother	3	yes	wild
439	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:53	RNGS_FR	mother	3	yes	wild
440	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:55	RNGS_FR	mother	3	no	wild
441	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:56	RNGS_FR	mother	3	yes	wild
442	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:04	RNGS_FR	mother	3	yes	wild
443	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:06	RNGS_FR	mother	3	yes	wild
444	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:09	RNGS_FR	mother	3	yes	wild
445	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:10	RNGS_FR	mother	3	yes	wild
446	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:12	RNGS_FR	mother	3	yes	wild
447	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:47	RNGS_FR	mother	3	no	wild
448	713	27/01/2011	11.20	01/12/2005	Diddy	5.2	5	male	Dodi	Dodi	12:15	RAYAP_IN	mother	3		wild
449	713	27/01/2011	11.20	01/12/2005	Diddy	5.2	5	male	Dodi	Dodi	12:17	RAYAP_IN	mother	3	no	wild
450	713	27/01/2011	11.20	01/12/2005	Diddy	5.2	5	male	Dodi	Dodi	13:13	RAYAP_IN	mother	3	no	wild
451	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	11:37	RP_LV	mother	0	yes	wild
452	2481	09/10/2018	10.53	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:14	RP_LV	mother	0		wild
453	2485	10/10/2018	9.53	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	09:58	RP_LV	mother	0		wild
454	2485	10/10/2018	9.53	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	10:02	RP_LV	mother	0	no	wild
455	1079	23/08/2013	11.00	01/08/2012	Frankie	1.1	1	male	Friska	Friska	16:28	RP_VE	mother	0	yes	wild
456	1973	10/06/2017	11.63	01/08/2012	Frankie	4.9	5	male	Friska	Friska	17:16	RP_VE	mother	0		wild
457	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	11:44	RP_VE	mother	0	yes	wild
458	2294	12/03/2018	11.83	01/08/2012	Frankie	5.6	5.5	male	Friska	Friska	17:08	RP_LV	mother	0	no	wild
459	752	15/02/2011	11.97	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	07:25	RP7_LV	mother	0	no	wild
460	1256	21/02/2014	8.13	01/07/2010	Lois	3.6	3.5	male	Lisa	Lisa	09:55	RSKB_BK	mother	2	yes	wild
461	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:20	RSKB_LV	mother	0		wild
462	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	10:48	RSKB_LV	mother	0	no	wild
463	1688	24/11/2016	11.43	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:46	RSKB_LV	mother	0	yes	wild
464	2349	07/05/2018	3.53	01/01/2013	Pepito	5.3	5.5	male	Piniata	Piniata	15:47	RSKP_FR	mother	1	no	wild
465	1324	10/04/2014	10.80	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	10:51	RSKP_LV	mother	0	no	wild
466	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	08:43	RSKP_LV	mother	0	no	wild
467	1024	17/06/2013	4.80	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:37	RSKP_LV	mother	0	yes	wild
468	1029	19/06/2013	11.25	01/08/2012	Frankie	0.9	1	male	Friska	Friska	16:15	RSKP_LV	mother	0	no	wild
469	1256	21/02/2014	8.13	01/07/2010	Lois	3.6	3.5	male	Lisa	Lisa	11:03	RSKP_LV	mother	0	no	wild
470	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	15:56	RSKP_LV	mother	0		wild
471	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	15:59	RSKP_LV	mother	0		wild
472	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	16:00	RSKP_LV	mother	0	no	wild
473	766	12/02/2011	13.00	01/01/2005	Fredy	6.1	6	male	Friska	Friska	08:39	RSKU_FR	mother	1	no	wild
474	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:49	RSKU_FR	mother	1	yes	wild
475	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	09:03	RSKU_FR	mother	1	no	wild
476	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:57	RSKU_FR	mother	1	yes	wild
477	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	17:17	RSKU_FR	mother	1	yes	wild
478	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	06:38	RSKU_FR	mother	1	no	wild
479	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	06:39	RSKU_FR	mother	1	no	wild
480	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	06:48	RSKU_FR	mother	1	yes	wild
481	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	06:53	RSKU_FR	mother	1	no	wild
482	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	08:14	RSKU_FR	mother	1	yes	wild
483	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	13:09	RSKU_FR	mother	1	yes	wild
484	2075	02/08/2017	12.27	01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	11:10	RSKU_FR	mother	1	no	wild
485	2075	02/08/2017	12.27	01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	11:20	RSKU_FR	mother	1	no	wild
486	2075	02/08/2017	12.27	01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	11:10	RSKU_FR	mother	1	no	wild
487	2075	02/08/2017	12.27	01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	11:20	RSKU_FR	mother	1	no	wild
488	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	15:08	RTKS_LV	mother	1	no	wild
489	750	14/02/2011	11.63	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	13:20	RTKS_LV	mother	1	yes	wild
490	750	14/02/2011	11.63	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	16:02	RTKS_LV	mother	1	no	wild
491	993	04/06/2013	10.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	13:04	RTKS_LV	mother	1	no	wild
492	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	15:03	RTKS_VE	mother	1		wild
493	742	10/02/2011	10.92	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	13:58	RTKS_VE	mother	1	no	wild
494	747	12/02/2011	11.20	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	13:42	RTKS_VE	mother	1	no	wild
495	750	14/02/2011	11.63	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	16:13	RTKS_VE	mother	1	no	wild
496	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	15:30	RTKS_VE	mother	1	no	wild
497	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:29	RTKS_VE	mother	1	yes	wild
498	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	16:17	RTKS_VE	mother	1	yes	wild
499	1063	17/07/2013	11.40	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	09:03	RTKS_VE	mother	1	yes	wild
500	1063	17/07/2013	11.40	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	09:09	RTKS_VE	mother	1		wild
501	1067	19/07/2013	11.23	01/07/2010	Lois	3.1	3	male	Lisa	Lisa	14:31	RTKS_VE	mother	1	no	wild
502	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	09:42	RTKS_VE	mother	1	no	wild
503	1079	23/08/2013	11.00	01/08/2012	Frankie	1.1	1	male	Friska	Friska	14:02	RTKS_VE	mother	1	yes	wild
504	1470	07/03/2015	12.55	01/04/2012	Cinnamon	2.9	3	female	Cissy	Cissy	14:12	RTKS_VE	mother	1	yes	wild
505	1747	30/01/2017	12.40	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	12:07	RTKS_VE	mother	1		wild
506	1747	30/01/2017	12.40	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	12:08	RTKS_VE	mother	1		wild
507	1747	30/01/2017	12.40	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	12:09	RTKS_VE	mother	1		wild
508	1747	30/01/2017	12.40	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	15:45	RTKS_VE	mother	1		wild
509	1879	02/04/2017	12.00	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	14:08	RTKS_VE	mother	1	yes	wild
510	1888	07/04/2017	11.38	01/09/2014	Amor	2.6	2.5	male	Alice	Alice	15:35	RTKS_VE	mother	1	yes	wild
511	2062	22/07/2017	12.83	01/07/2010	Lois	7.1	7	male	Lisa	Lisa	14:26	RTKS_VE	mother	1		wild
512	2072	31/07/2017	4.32	01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	14:04	RTKS_VE	mother	1		wild
513	2159	29/11/2017	7.90	01/08/2012	Frankie	5.3	5.5	male	Friska	Friska	11:43	RTKS_VE	mother	1	yes	wild
514	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:26	RTKS_VE	mother	1	no	wild
515	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:38	RTKS_VE	mother	1	yes	wild
516	2366	21/05/2018	11.30	01/11/2014	Eden	3.6	3.5	female	Ellie	Ellie	10:49	RTKS_VE	mother	1	no	wild
517	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:25	RTKS_VE	mother	1	yes	wild
518	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:38	RTKS_VE	mother	1	yes	wild
519	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:40	RTKS_VE	mother	1	yes	wild
520	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:45	RTKS_VE	mother	1	yes	wild
521	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	08:05	RTKS_VE	mother	1	yes	wild
522	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	08:21	RTKS_VE	mother	1	no	wild
523	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	09:06	RTKS_VE	mother	1	yes	wild
524	2213	13/01/2018	10.72	01/08/2012	Frankie	5.5	5.5	male	Friska	Friska	09:37	RTN_VE	mother	1	no	wild
525	2213	13/01/2018	10.72	01/08/2012	Frankie	5.5	5.5	male	Friska	Friska	09:50	RTN_VE	mother	1	no	wild
526	1014	13/06/2013	10.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	16:14	RTP_FR	mother	1	yes	wild
527	1079	23/08/2013	11.00	01/08/2012	Frankie	1.1	1	male	Friska	Friska	15:17	RTPB_LV	mother	0	yes	wild
528	993	04/06/2013	10.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	08:17	SEMUT_IN	mother	2	yes	wild
529	1001	08/06/2013	10.00	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	10:51	SEMUT_IN	mother	2	no	wild
530	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:54	SEMUT_IN	mother	2		wild
531	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:30	SEMUT_IN	mother	2	yes	wild
532	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:31	SEMUT_IN	mother	2	yes	wild
533	1294	21/03/2014	5.40	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	13:40	SEMUT_IN	mother	2	no	wild
534	1832	22/02/2017	10.78	01/04/2012	Cinnamon	4.9	5	female	Cissy	Cissy	14:28	SEMUT_IN	mother	2		wild
535	1973	10/06/2017	11.63	01/08/2012	Frankie	4.9	5	male	Friska	Friska	11:17	SEMUT_IN	mother	2	no	wild
536	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	17:05	SEMUT_IN	mother	2		wild
537	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	17:08	SEMUT_IN	mother	2	yes	wild
538	2023	05/07/2017	12.33	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	11:43	SEMUT_IN	mother	2	yes	wild
539	2062	22/07/2017	12.83	01/07/2010	Lois	7.1	7	male	Lisa	Lisa	11:51	SEMUT_IN	mother	2		wild
540	2023	05/07/2017	12.33	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	11:43	SEMUT_IN	mother	3		wild
541	2462	09/09/2018	3.90	01/04/2012	Cinnamon	6.4	6.5	female	Cissy	Cissy	16:29		mother		yes	wild
542	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	16:36	SPG_FR	mother	3	no	wild
543	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	14:41	SPG_FR	mother	3	no	wild
544	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	14:43	SPG_FR	mother	3	no	wild
545	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	14:47	SPG_FR	mother	3	no	wild
546	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:05	SPG_FR	mother	3	no	wild
547	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:21	SPG_FR	mother	3	no	wild
548	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:58	SPG_FR	mother	3	yes	wild
549	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:10	SPG_FR	mother	3	no	wild
550	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:58	SPG_FR	mother	3	no	wild
551	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:25	SPG_FR	mother	3	no	wild
552	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:30	SPG_FR	mother	3	no	wild
553	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:59	SPG_FR	mother	3	yes	wild
554	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:31	SPG_FR	mother	3	yes	wild
555	1221	04/02/2014	11.97	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:31	SPG_FR	mother	3	no	wild
556	1221	04/02/2014	11.97	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:44	SPG_FR	mother	3	no	wild
557	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:11	SPG_FR	mother	3	no	wild
558	1426	03/02/2015	11.75	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	13:03	SPG_FR	mother	3	no	wild
559	1428	04/02/2015	12.02	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	11:39	SPG_FR	mother	3	no	wild
560	1428	04/02/2015	12.02	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	15:13	SPG_FR	mother	3	no	wild
561	1434	07/02/2015	10.82	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	10:46	SPG_FR	mother	3	no	wild
562	1436	08/02/2015	10.70	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	13:55	SPG_FR	mother	3	no	wild
563	1438	09/02/2015	11.33	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	12:49	SPG_FR	mother	3	no	wild
564	1670	10/11/2016	10.53	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	08:31	SPG_FR	mother	3	no	wild
565	1670	10/11/2016	10.53	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	08:31	SPG_FR	mother	3	yes	wild
566	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	06:51	SPG_FR	mother	3		wild
567	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	11:03	SPG_FR	mother	3	no	wild
568	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	11:04	SPG_FR	mother	3	no	wild
569	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	11:05	SPG_FR	mother	3	no	wild
570	1682	15/11/2016	9.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	07:37	SPG_FR	mother	3	yes	wild
571	1298	21/03/2014	4.57	01/08/2012	Frankie	1.6	1.5	male	Friska	Friska	13:15	STICK	mother	4	yes	wild
572	2567	26/01/2019	11.00	01/08/2012	Frankie	6.5	6.5	male	Friska	Friska	16:31	STICK	mother	4	no	wild
573	747	12/02/2011	11.20	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	14:44	TLS_BERDURI_LV	mother	0	yes	wild
574	1350	25/05/2014	11.60	01/04/2013	Rendang	1.1	1	male	Raffi	Raffi	17:09	TMPGRW_FR	mother	3	yes	wild
575	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	15:47	TMPGRW_FR	mother	3	no	wild
576	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	15:48	TMPGRW_FR	mother	3	no	wild
577	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	15:48	TMPGRW_FR	mother	3		wild
578	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	15:47	TMPGRW_FR	mother	3	no	wild
579	2064	24/07/2017	12.67	01/01/2013	Pepito	4.6	4.5	male	Piniata	Piniata	15:47	TMPGRW_FR	mother	3		wild
580	2294	12/03/2018	11.83	01/08/2012	Frankie	5.6	5.5	male	Friska	Friska	09:01	TOOLUSE	mother	5	yes	wild
581	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	12:58	TPSBT_FR	mother	1		wild
582	739	09/02/2011	11.00	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	14:39	TPSBT_FR	mother	1	no	wild
583	742	10/02/2011	10.92	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	08:59	TPSBT_FR	mother	1	no	wild
584	742	10/02/2011	10.92	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	09:05	TPSBT_FR	mother	1	no	wild
585	750	14/02/2011	11.63	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	06:54	TPSBT_FR	mother	1	no	wild
586	750	14/02/2011	11.63	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	08:01	TPSBT_FR	mother	1	no	wild
587	752	15/02/2011	11.97	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	12:35	TPSBT_FR	mother	1	no	wild
588	1294	21/03/2014	5.40	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	08:04	TPSBT_FR	mother	1	no	wild
589	1294	21/03/2014	5.40	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	08:54	TPSBT_FR	mother	1	no	wild
590	1312	02/04/2014	11.87	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	13:18	TPSBT_FR	mother	1		wild
591	1312	02/04/2014	11.87	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	15:02	TPSBT_FR	mother	1	yes	wild
592	1316	04/04/2014	11.95	01/08/2012	Frankie	1.7	1.5	male	Friska	Friska	06:59	TPSBT_FR	mother	1	no	wild
593	2567	26/01/2019	11.00	01/08/2012	Frankie	6.5	6.5	male	Friska	Friska	11:22	TPSBT_FR	mother	1	no	wild
594	2332	15/04/2018	9.40	01/07/2010	Lois	7.8	8	male	Lisa	Lisa	14:25	TREEHOLE	mother	3	no	wild
595	766	12/02/2011	13.00	01/01/2005	Fredy	6.1	6	male	Friska	Friska	11:19	TWIG	mother	4	no	wild
596	755	16/02/2011	10.00	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	15:45	TWIG	mother	4		wild
597	1283	12/03/2014	12.18	01/07/2010	Lois	3.7	3.5	male	Lisa	Lisa	16:28	TWIG	mother	4	yes	wild
598	2360	18/05/2018	8.77	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	15:55	TWIG	mother	4	yes	wild
599	1130	12/10/2013	10.93	01/04/2013	Simba	0.5	0.5	male	Sarabi	Sarabi	13:20	UBR_FR	mother	3	no	wild
600	1130	12/10/2013	10.93	01/04/2013	Simba	0.5	0.5	male	Sarabi	Sarabi	16:07	UBR_FR	mother	3	no	wild
601	1372	10/09/2014	5.47	01/08/2012	Frankie	2.1	2	male	Friska	Friska	14:37	UBR_FR	mother	3	no	wild
602	1372	10/09/2014	5.47	01/08/2012	Frankie	2.1	2	male	Friska	Friska	14:56	UBR_FR	mother	3	no	wild
603	1492	28/03/2015	12.03	01/11/2014	Eden	0.4	0.5	female	Ellie	Ellie	11:08	UBR_FR	mother	3		wild
604	1674	11/11/2016	10.90	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:39	UBR_FR	mother	3		wild
605	1845	02/03/2017	10.97	01/07/2010	Lois	6.7	6.5	male	Lisa	Lisa	13:40	UBR_FR	mother	3		wild
606	1895	11/04/2017	12.07	01/06/2014	Tornado	2.9	3	male	Tiara	Tiara	14:08	UBR_FR	mother	3	yes	wild
607	2023	05/07/2017	12.33	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	16:25	UBR_FR	mother	3		wild
608	2023	05/07/2017	12.33	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	16:25	UBR_FR	mother	3	yes	wild
609	2472	04/10/2018	9.93	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	12:44	UBR_FR	mother	3	yes	wild
610	2472	04/10/2018	9.93	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	12:44	UBR_FR	mother	3	yes	wild
