ID	FN	Date	FollowHours	DOB	Beggar	ExactAge	AgeClass	Sex	Mother	Target	Time	Species_Item_Simple	RelationtoB	TargetRelation	ProcessingSteps_Complexity	PopFreq_Rarity	Success
374	1738	28/01/2017	11.80	01/11/2014	Eden	2.2	2	female	Ellie	Ellie	17:30	RAYAP_IN	mother	mother	3	0.086011424	yes
375	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	11:50	RAYAP_IN	mother	mother	3	0.086011424	no
376	1742	29/01/2017	11.47	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	11:30	RAYAP_IN	mother	mother	3	0.086011424	
377	1749	31/01/2017	11.45	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	10:31	RAYAP_IN	mother	mother	3	0.086011424	yes
378	1749	31/01/2017	11.45	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	15:17	RAYAP_IN	mother	mother	3	0.086011424	yes
379	1750	31/01/2017	11.87	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	16:30	RAYAP_IN	mother	mother	3	0.086011424	no
380	1758	02/02/2017	11.53	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	14:26	RAYAP_IN	mother	mother	3	0.086011424	
381	1762	03/02/2017	11.92	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	17:44	RAYAP_IN	mother	mother	3	0.086011424	yes
382	1772	06/02/2017	12.63	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	08:05	RAYAP_IN	mother	mother	3	0.086011424	
383	1784	09/02/2017	12.17	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	17:46	RAYAP_IN	mother	mother	3	0.086011424	no
384	1793	11/02/2017	12.63	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	10:34	RAYAP_IN	mother	mother	3	0.086011424	
385	1796	12/02/2017	12.00	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	14:34	RAYAP_IN	mother	mother	3	0.086011424	yes
386	1810	15/02/2017	12.88	01/11/2014	Eden	2.3	2.5	female	Ellie	Ellie	08:48	RAYAP_IN	mother	mother	3	0.086011424	yes
387	1828	21/02/2017	10.83	01/04/2012	Cinnamon	4.9	5	female	Cissy	Cissy	11:14	RAYAP_IN	mother	mother	3	0.086011424	
388	1839	26/02/2017	10.80	01/04/2012	Cinnamon	4.9	5	female	Cissy	Cissy	09:36	RAYAP_IN	mother	mother	3	0.086011424	yes
389	1855	24/03/2017	12.53	01/11/2014	Eden	2.4	2.5	female	Ellie	Ellie	12:55	RAYAP_IN	mother	mother	3	0.086011424	no
390	1871	30/03/2017	6.13	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	13:13	RAYAP_IN	mother	mother	3	0.086011424	yes
391	1882	03/04/2017	12.30	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	09:13	RAYAP_IN	mother	mother	3	0.086011424	yes
392	1895	11/04/2017	12.07	01/06/2014	Tornado	2.9	3	male	Tiara	Tiara	14:08	RAYAP_IN	mother	mother	3	0.086011424	yes
393	2013	01/07/2017	11.72	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	10:20	RAYAP_IN	mother	mother	3	0.086011424	
394	2013	01/07/2017	11.72	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	10:22	RAYAP_IN	mother	mother	3	0.086011424	yes
395	2017	02/07/2017	0.80	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	14:45	RAYAP_IN	mother	mother	3	0.086011424	
396	2017	02/07/2017	0.80	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	14:46	RAYAP_IN	mother	mother	3	0.086011424	
397	2028	07/07/2017	11.53	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	14:44	RAYAP_IN	mother	mother	3	0.086011424	no
398	2045	15/07/2017	11.15	01/07/2010	Lois	7.0	7	male	Lisa	Lisa	16:21	RAYAP_IN	mother	mother	3	0.086011424	
399	2062	22/07/2017	12.83	01/07/2010	Lois	7.1	7	male	Lisa	Lisa	09:52	RAYAP_IN	mother	mother	3	0.086011424	yes
400	2134	27/09/2017	11.47	01/11/2014	Eden	2.9	3	female	Ellie	Ellie	10:06	RAYAP_IN	mother	mother	3	0.086011424	
401	2357	11/05/2018	10.58	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:56	RAYAP_IN	mother	mother	3	0.086011424	no
402	2357	11/05/2018	10.58	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:59	RAYAP_IN	mother	mother	3	0.086011424	no
403	2357	11/05/2018	10.58	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	15:34	RAYAP_IN	mother	mother	3	0.086011424	no
404	2359	12/05/2018	11.33	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	11:53	RAYAP_IN	mother	mother	3	0.086011424	no
405	2359	12/05/2018	11.33	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:09	RAYAP_IN	mother	mother	3	0.086011424	no
406	2361	18/05/2018	8.87	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:00	RAYAP_IN	mother	mother	3	0.086011424	yes
407	2361	18/05/2018	8.87	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:09	RAYAP_IN	mother	mother	3	0.086011424	no
408	2361	18/05/2018	8.87	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:11	RAYAP_IN	mother	mother	3	0.086011424	no
409	2361	18/05/2018	8.87	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:49	RAYAP_IN	mother	mother	3	0.086011424	no
410	2361	18/05/2018	8.87	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:50	RAYAP_IN	mother	mother	3	0.086011424	no
411	2360	18/05/2018	8.77	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	14:51	RAYAP_IN	mother	mother	3	0.086011424	no
412	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:58	RAYAP_IN	mother	mother	3	0.086011424	no
413	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:58	RAYAP_IN	mother	mother	3	0.086011424	no
414	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:00	RAYAP_IN	mother	mother	3	0.086011424	no
415	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:00	RAYAP_IN	mother	mother	3	0.086011424	no
416	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:03	RAYAP_IN	mother	mother	3	0.086011424	yes
417	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:11	RAYAP_IN	mother	mother	3	0.086011424	no
418	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	13:16	RAYAP_IN	mother	mother	3	0.086011424	no
419	2366	21/05/2018	11.30	01/11/2014	Eden	3.6	3.5	female	Ellie	Ellie	09:19	RAYAP_IN	mother	mother	3	0.086011424	no
420	2366	21/05/2018	11.30	01/11/2014	Eden	3.6	3.5	female	Ellie	Ellie	10:35	RAYAP_IN	mother	mother	3	0.086011424	no
421	2366	21/05/2018	11.30	01/11/2014	Eden	3.6	3.5	female	Ellie	Ellie	10:41	RAYAP_IN	mother	mother	3	0.086011424	no
422	2478	07/07/2018	10.07	01/04/2012	Cinnamon	6.3	6.5	female	Cissy	Cissy	09:37	RAYAP_IN	mother	mother	3	0.086011424	yes
423	2478	07/07/2018	10.07	01/04/2012	Cinnamon	6.3	6.5	female	Cissy	Cissy	09:47	RAYAP_IN	mother	mother	3	0.086011424	no
424	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:56	RAYAP_IN	mother	mother	3	0.086011424	yes
425	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	08:02	RAYAP_IN	mother	mother	3	0.086011424	yes
426	1003	09/06/2013	9.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	11:48	RGH_FR	mother	mother	3	0.000489164	no
427	1003	09/06/2013	9.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	11:49	RGH_FR	mother	mother	3	0.000489164	no
428	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	15:53	RGH_FR	mother	mother	3	0.000489164	yes
429	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	15:57	RGH_FR	mother	mother	3	0.000489164	yes
430	1076	21/08/2013	11.03	01/08/2012	Frankie	1.1	1	male	Friska	Friska	16:15	RNGS_BK	mother	mother	2	0.002450918	no
431	1076	21/08/2013	11.03	01/08/2012	Frankie	1.1	1	male	Friska	Friska	16:18	RNGS_BK	mother	mother	2	0.002450918	no
432	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	06:59	RNGS_BK	mother	mother	2	0.002450918	no
433	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	10:28	RNGS_FR	mother	mother	3	0.00379612	yes
434	1682	15/11/2016	9.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	10:55	RNGS_FR	mother	mother	3	0.00379612	
435	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:31	RNGS_FR	mother	mother	3	0.00379612	
436	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:33	RNGS_FR	mother	mother	3	0.00379612	
437	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:45	RNGS_FR	mother	mother	3	0.00379612	
438	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:52	RNGS_FR	mother	mother	3	0.00379612	yes
439	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:53	RNGS_FR	mother	mother	3	0.00379612	yes
440	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:55	RNGS_FR	mother	mother	3	0.00379612	no
441	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	12:56	RNGS_FR	mother	mother	3	0.00379612	yes
442	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:04	RNGS_FR	mother	mother	3	0.00379612	yes
443	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:06	RNGS_FR	mother	mother	3	0.00379612	yes
444	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:09	RNGS_FR	mother	mother	3	0.00379612	yes
445	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:10	RNGS_FR	mother	mother	3	0.00379612	yes
446	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:12	RNGS_FR	mother	mother	3	0.00379612	yes
447	1686	23/11/2016	11.03	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	13:47	RNGS_FR	mother	mother	3	0.00379612	no
448	713	27/01/2011	11.20	01/12/2005	Diddy	5.2	5	male	Dodi	Dodi	12:15	RAYAP_IN	mother	mother	3	0.086011424	
449	713	27/01/2011	11.20	01/12/2005	Diddy	5.2	5	male	Dodi	Dodi	12:17	RAYAP_IN	mother	mother	3	0.086011424	no
450	713	27/01/2011	11.20	01/12/2005	Diddy	5.2	5	male	Dodi	Dodi	13:13	RAYAP_IN	mother	mother	3	0.086011424	no
451	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	11:37	RP_LV	mother	mother	0	0.004733686	yes
452	2481	09/10/2018	10.53	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:14	RP_LV	mother	mother	0	0.004733686	
453	2485	10/10/2018	9.53	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	09:58	RP_LV	mother	mother	0	0.004733686	
454	2485	10/10/2018	9.53	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	10:02	RP_LV	mother	mother	0	0.004733686	no
455	1079	23/08/2013	11.00	01/08/2012	Frankie	1.1	1	male	Friska	Friska	16:28	RP_VE	mother	mother	0	0.001498066	yes
456	1973	10/06/2017	11.63	01/08/2012	Frankie	4.9	5	male	Friska	Friska	17:16	RP_VE	mother	mother	0	0.001498066	
457	2558	23/12/2018	8.85	01/02/2016	Luther	2.9	3	male	Lilly	Lilly	11:44	RP_VE	mother	mother	0	0.001498066	yes
458	2294	12/03/2018	11.83	01/08/2012	Frankie	5.6	5.5	male	Friska	Friska	17:08	RP_LV	mother	mother	0	0.004733686	no
459	752	15/02/2011	11.97	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	07:25	RP7_LV	mother	mother	0	3.05728E-05	no
460	1256	21/02/2014	8.13	01/07/2010	Lois	3.6	3.5	male	Lisa	Lisa	09:55	RSKB_BK	mother	mother	2	0.000157959	yes
461	1676	12/11/2016	10.33	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:20	RSKB_LV	mother	mother	0	0.001228007	
462	1680	14/11/2016	10.37	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	10:48	RSKB_LV	mother	mother	0	0.001228007	no
463	1688	24/11/2016	11.43	01/08/2012	Frankie	4.3	4.5	male	Friska	Friska	09:46	RSKB_LV	mother	mother	0	0.001228007	yes
464	2349	07/05/2018	3.53	01/01/2013	Pepito	5.3	5.5	male	Piniata	Piniata	15:47	RSKP_FR	mother	mother	1	0.008799865	no
465	1324	10/04/2014	10.80	01/04/2012	Cinnamon	2.0	2	female	Cissy	Cissy	10:51	RSKP_LV	mother	mother	0	0.02737283	no
466	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	08:43	RSKP_LV	mother	mother	0	0.02737283	no
467	1024	17/06/2013	4.80	01/08/2012	Frankie	0.9	1	male	Friska	Friska	14:37	RSKP_LV	mother	mother	0	0.02737283	yes
468	1029	19/06/2013	11.25	01/08/2012	Frankie	0.9	1	male	Friska	Friska	16:15	RSKP_LV	mother	mother	0	0.02737283	no
469	1256	21/02/2014	8.13	01/07/2010	Lois	3.6	3.5	male	Lisa	Lisa	11:03	RSKP_LV	mother	mother	0	0.02737283	no
470	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	15:56	RSKP_LV	mother	mother	0	0.02737283	
471	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	15:59	RSKP_LV	mother	mother	0	0.02737283	
472	1740	28/01/2017	11.10	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	16:00	RSKP_LV	mother	mother	0	0.02737283	no
473	766	12/02/2011	13.00	01/01/2005	Fredy	6.1	6	male	Friska	Friska	08:39	RSKU_FR	mother	mother	1	0.008539997	no
474	1026	18/06/2013	11.23	01/08/2012	Frankie	0.9	1	male	Friska	Friska	12:49	RSKU_FR	mother	mother	1	0.008539997	yes
475	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	09:03	RSKU_FR	mother	mother	1	0.008539997	no
476	1034	21/06/2013	12.17	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:57	RSKU_FR	mother	mother	1	0.008539997	yes
477	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	17:17	RSKU_FR	mother	mother	1	0.008539997	yes
478	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	06:38	RSKU_FR	mother	mother	1	0.008539997	no
479	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	06:39	RSKU_FR	mother	mother	1	0.008539997	no
480	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	06:48	RSKU_FR	mother	mother	1	0.008539997	yes
481	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	06:53	RSKU_FR	mother	mother	1	0.008539997	no
482	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	08:14	RSKU_FR	mother	mother	1	0.008539997	yes
483	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	13:09	RSKU_FR	mother	mother	1	0.008539997	yes
484	2075	02/08/2017		01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	11:10	RSKU_FR	mother	mother	1	0.008539997	no
485	2075	02/08/2017		01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	11:20	RSKU_FR	mother	mother	1	0.008539997	no
486	2075	02/08/2017		01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	11:10	RSKU_FR	mother	mother	1	0.008539997	no
487	2075	02/08/2017		01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	11:20	RSKU_FR	mother	mother	1	0.008539997	no
488	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	15:08	RTKS_LV	mother	mother	1	0.001029284	no
489	750	14/02/2011	11.63	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	13:20	RTKS_LV	mother	mother	1	0.001029284	yes
490	750	14/02/2011	11.63	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	16:02	RTKS_LV	mother	mother	1	0.001029284	no
491	993	04/06/2013	10.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	13:04	RTKS_LV	mother	mother	1	0.001029284	no
492	735	08/02/2011	10.70	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	15:03	RTKS_VE	mother	mother	1	0.013854565	
493	742	10/02/2011	10.92	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	13:58	RTKS_VE	mother	mother	1	0.013854565	no
494	747	12/02/2011	11.20	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	13:42	RTKS_VE	mother	mother	1	0.013854565	no
495	750	14/02/2011	11.63	01/07/2010	Lois	0.6	0.5	male	Lisa	Lisa	16:13	RTKS_VE	mother	mother	1	0.013854565	no
496	1031	20/06/2013	10.77	01/08/2012	Frankie	0.9	1	male	Friska	Friska	15:30	RTKS_VE	mother	mother	1	0.013854565	no
497	1036	22/06/2013	12.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	11:29	RTKS_VE	mother	mother	1	0.013854565	yes
498	1038	23/06/2013	12.13	01/08/2012	Frankie	0.9	1	male	Friska	Friska	16:17	RTKS_VE	mother	mother	1	0.013854565	yes
499	1063	17/07/2013	11.40	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	09:03	RTKS_VE	mother	mother	1	0.013854565	yes
500	1063	17/07/2013	11.40	01/07/2010	Lois	3.0	3	male	Lisa	Lisa	09:09	RTKS_VE	mother	mother	1	0.013854565	
501	1067	19/07/2013	11.23	01/07/2010	Lois	3.1	3	male	Lisa	Lisa	14:31	RTKS_VE	mother	mother	1	0.013854565	no
502	1077	22/08/2013	10.87	01/08/2012	Frankie	1.1	1	male	Friska	Friska	09:42	RTKS_VE	mother	mother	1	0.013854565	no
503	1079	23/08/2013	11.00	01/08/2012	Frankie	1.1	1	male	Friska	Friska	14:02	RTKS_VE	mother	mother	1	0.013854565	yes
504	1470	07/03/2015	12.55	01/04/2012	Cinnamon	2.9	3	female	Cissy	Cissy	14:12	RTKS_VE	mother	mother	1	0.013854565	yes
505	1747	30/01/2017	12.40	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	12:07	RTKS_VE	mother	mother	1	0.013854565	
506	1747	30/01/2017	12.40	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	12:08	RTKS_VE	mother	mother	1	0.013854565	
507	1747	30/01/2017	12.40	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	12:09	RTKS_VE	mother	mother	1	0.013854565	
508	1747	30/01/2017	12.40	01/07/2010	Lois	6.6	6.5	male	Lisa	Lisa	15:45	RTKS_VE	mother	mother	1	0.013854565	
509	1879	02/04/2017	12.00	01/04/2012	Cinnamon	5.0	5	female	Cissy	Cissy	14:08	RTKS_VE	mother	mother	1	0.013854565	yes
510	1888	07/04/2017	11.38	01/09/2014	Amor	2.6	2.5	male	Alice	Alice	15:35	RTKS_VE	mother	mother	1	0.013854565	yes
511	2062	22/07/2017	12.83	01/07/2010	Lois	7.1	7	male	Lisa	Lisa	14:26	RTKS_VE	mother	mother	1	0.013854565	
512	2072	31/07/2017	4.32	01/02/2016	Luther	1.5	1.5	male	Lilly	Lilly	14:04	RTKS_VE	mother	mother	1	0.013854565	
513	2159	29/11/2017	7.90	01/08/2012	Frankie	5.3	5.5	male	Friska	Friska	11:43	RTKS_VE	mother	mother	1	0.013854565	yes
514	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:26	RTKS_VE	mother	mother	1	0.013854565	no
515	2363	19/05/2018	12.07	01/11/2014	Eden	3.5	3.5	female	Ellie	Ellie	12:38	RTKS_VE	mother	mother	1	0.013854565	yes
516	2366	21/05/2018	11.30	01/11/2014	Eden	3.6	3.5	female	Ellie	Ellie	10:49	RTKS_VE	mother	mother	1	0.013854565	no
517	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:25	RTKS_VE	mother	mother	1	0.013854565	yes
518	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:38	RTKS_VE	mother	mother	1	0.013854565	yes
519	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:40	RTKS_VE	mother	mother	1	0.013854565	yes
520	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	07:45	RTKS_VE	mother	mother	1	0.013854565	yes
521	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	08:05	RTKS_VE	mother	mother	1	0.013854565	yes
522	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	08:21	RTKS_VE	mother	mother	1	0.013854565	no
523	2476	06/10/2018	10.80	01/04/2012	Cinnamon	6.5	6.5	female	Cissy	Cissy	09:06	RTKS_VE	mother	mother	1	0.013854565	yes
524	2213	13/01/2018	10.72	01/08/2012	Frankie	5.5	5.5	male	Friska	Friska	09:37	RTN_VE	mother	mother	1	0.0028076	no
525	2213	13/01/2018	10.72	01/08/2012	Frankie	5.5	5.5	male	Friska	Friska	09:50	RTN_VE	mother	mother	1	0.0028076	no
526	1014	13/06/2013	10.33	01/08/2012	Frankie	0.9	1	male	Friska	Friska	16:14	RTP_FR	mother	mother	1	0.000387255	yes
527	1079	23/08/2013	11.00	01/08/2012	Frankie	1.1	1	male	Friska	Friska	15:17	RTPB_LV	mother	mother	0	2.03819E-05	yes
528	993	04/06/2013	10.75	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	08:17	SEMUT_IN	mother	mother	2	0.05084763	yes
529	1001	08/06/2013	10.00	01/07/2010	Lois	2.9	3	male	Lisa	Lisa	10:51	SEMUT_IN	mother	mother	2	0.05084763	no
530	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:54	SEMUT_IN	mother	mother	2	0.05084763	
531	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:30	SEMUT_IN	mother	mother	2	0.05084763	yes
532	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:31	SEMUT_IN	mother	mother	2	0.05084763	yes
533	1294	21/03/2014	5.40	01/04/2013	Rendang	1.0	1	male	Raffi	Raffi	13:40	SEMUT_IN	mother	mother	2	0.05084763	no
534	1832	22/02/2017	10.78	01/04/2012	Cinnamon	4.9	5	female	Cissy	Cissy	14:28	SEMUT_IN	mother	mother	2	0.05084763	
535	1973	10/06/2017	11.63	01/08/2012	Frankie	4.9	5	male	Friska	Friska	11:17	SEMUT_IN	mother	mother	2	0.05084763	no
536	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	17:05	SEMUT_IN	mother	mother	2	0.05084763	
537	2018	03/07/2017	12.00	01/04/2012	Cinnamon	5.3	5.5	female	Cissy	Cissy	17:08	SEMUT_IN	mother	mother	2	0.05084763	yes
538	2023	05/07/2017	12.33	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	11:43	SEMUT_IN	mother	mother	2	0.05084763	yes
539	2062	22/07/2017	12.83	01/07/2010	Lois	7.1	7	male	Lisa	Lisa	11:51	SEMUT_IN	mother	mother	2	0.05084763	
540	2023	05/07/2017	12.33	01/11/2014	Eden	2.7	2.5	female	Ellie	Ellie	11:43	SEMUT_IN	mother	mother	3	0.05084763	
541	2462	09/09/2018	3.90	01/04/2012	Cinnamon	6.4	6.5	female	Cissy	Cissy	16:29		mother	mother			yes
542	1211	30/01/2014	11.38	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	16:36	SPG_FR	mother	mother	3	0.052972439	no
543	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	14:41	SPG_FR	mother	mother	3	0.052972439	no
544	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	14:43	SPG_FR	mother	mother	3	0.052972439	no
545	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	14:47	SPG_FR	mother	mother	3	0.052972439	no
546	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:05	SPG_FR	mother	mother	3	0.052972439	no
547	1213	31/01/2014	12.23	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:21	SPG_FR	mother	mother	3	0.052972439	no
548	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:58	SPG_FR	mother	mother	3	0.052972439	yes
549	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	12:10	SPG_FR	mother	mother	3	0.052972439	no
550	1217	02/02/2014	11.57	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	15:58	SPG_FR	mother	mother	3	0.052972439	no
551	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:25	SPG_FR	mother	mother	3	0.052972439	no
552	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:30	SPG_FR	mother	mother	3	0.052972439	no
553	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:59	SPG_FR	mother	mother	3	0.052972439	yes
554	1219	03/02/2014	12.10	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	10:31	SPG_FR	mother	mother	3	0.052972439	yes
555	1221	04/02/2014	11.97	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:31	SPG_FR	mother	mother	3	0.052972439	no
556	1221	04/02/2014	11.97	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	07:44	SPG_FR	mother	mother	3	0.052972439	no
557	1223	05/02/2014	11.63	01/04/2013	Simba	0.8	1	male	Sarabi	Sarabi	09:11	SPG_FR	mother	mother	3	0.052972439	no
558	1426	03/02/2015	11.75	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	13:03	SPG_FR	mother	mother	3	0.052972439	no
559	1428	04/02/2015	12.02	01/11/2014	Eden	0.3	0.5	female	Ellie	Ellie	11:39	SPG_FR	mother	mother	3	0.052972439	no
